Symbol,Name,Market Cap,Country,Volume,Sector,Industry
AVACW,Avalon Acquisition Inc. Warrant,0,United States,405,Industrials,Consumer Electronics/Appliances
AVAH,Aveanna Healthcare Holdings Inc. Common Stock,151765059,United States,822846,Health Care,Hospital/Nursing Management
AVAL,Grupo Aval Acciones y Valores S.A. ADR (Each representing 20 preferred shares),2611782331,,234071,Finance,Commercial Banks
AVAV,AeroVironment Inc. Common Stock,2059377888,United States,917522,Industrials,Aerospace
AVB,AvalonBay Communities Inc. Common Stock,23083062915,United States,2021845,Real Estate,Real Estate Investment Trusts
AVCT,American Virtual Cloud Technologies Inc. Common Stock ,19439472,United States,1910616,Technology,EDP Services
AVCTW,American Virtual Cloud Technologies Inc. Warrant expiring 4/7/2025,0,United States,64622,Technology,EDP Services
AVD,American Vanguard Corporation Common Stock ($0.10 Par Value),633342634,United States,1830121,Industrials,Agricultural Chemicals
AVDL,Avadel Pharmaceuticals plc American Depositary Shares,435540061,France,396375,Health Care,Biotechnology: Pharmaceutical Preparations
AVDX,AvidXchange Holdings Inc. Common Stock,1873787707,United States,2832182,Technology,EDP Services
AVEO,AVEO Pharmaceuticals Inc. Common Stock,517970592,United States,364948,Health Care,Biotechnology: Pharmaceutical Preparations
AVGO,Broadcom Inc. Common Stock,2.25E+11,United States,4953857,Technology,Semiconductors
AVGR,Avinger Inc. Common Stock,8997129,United States,37205,Health Care,Medical/Dental Instruments
AVHI,Achari Ventures Holdings Corp. I Common Stock,128000000,United States,120,Industrials,Consumer Electronics/Appliances
AVHIW,Achari Ventures Holdings Corp. I Warrant,0,United States,2202,Industrials,Consumer Electronics/Appliances
AVID,Avid Technology Inc. Common Stock,1091843438,United States,859927,Technology,Computer Software: Prepackaged Software
AVIR,Atea Pharmaceuticals Inc. Common Stock,383956016,United States,1341830,Health Care, Medicinal Chemicals and Botanical Products 
AVK,Advent Convertible and Income Fund,401287720,United States,209147,Finance,Trusts Except Educational Religious and Charitable
AVNS,Avanos Medical Inc. Common Stock,1212192641,United States,585929,Health Care,Industrial Specialties
AVNT,Avient Corporation Common Stock,3043879983,United States,2172241,Industrials,Major Chemicals
AVNW,Aviat Networks Inc. Common Stock,350017770,United States,108406,Telecommunications,Telecommunications Equipment
AVO,Mission Produce Inc. Common Stock,1063496270,United States,465130,Consumer Discretionary,Specialty Foods
AVPT,AvePoint Inc. Class A Common Stock,810151932,United States,1214912,Technology,EDP Services
AVPTW,AvePoint Inc. Warrant,0,United States,4149,Technology,EDP Services
AVRO,AVROBIO Inc. Common Stock,33408384,United States,550140,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
AVT,Avnet Inc. Common Stock,3874842355,United States,1694797,Technology,Electronic Components
AVTE,Aerovate Therapeutics Inc. Common Stock,639731898,United States,370664,Health Care,Biotechnology: Pharmaceutical Preparations
AVTR,Avantor Inc. Common Stock,13956031370,,7035566,Industrials,Industrial Specialties
AVTX,Avalo Therapeutics Inc. Common Stock,53848675,United States,7171,Health Care,Biotechnology: Pharmaceutical Preparations
AVXL,Anavex Life Sciences Corp. Common Stock,673590082,United States,3152599,Health Care,Biotechnology: Commercial Physical & Biological Resarch
AVY,Avery Dennison Corporation Common Stock,14516934520,United States,797388,Miscellaneous,Office Equipment/Supplies/Services
AVYA,Avaya Holdings Corp. Common Stock,20539306,,49818292,Technology,Retail: Computer Software & Peripheral Equipment
AWF,Alliancebernstein Global High Income Fund,838152460,United States,203604,Finance,Trusts Except Educational Religious and Charitable
AWH,Aspira Women's Health Inc. Common Stock,39822604,United States,154785,Health Care,Medical/Dental Instruments
AWI,Armstrong World Industries Inc Common Stock,3134751426,United States,603289,,
AWK,American Water Works Company Inc. Common Stock,27710567998,United States,1919321,Utilities,Water Supply
AWP,abrdn Global Premier Properties Fund Common Shares of Beneficial Interest,349318520,United States,365953,Finance,Trusts Except Educational Religious and Charitable
AWR,American States Water Company Common Stock,3435884985,United States,477349,Utilities,Water Supply
AWRE,Aware Inc. Common Stock,38980629,United States,35068,Technology,EDP Services
AWX,Avalon Holdings Corporation Common Stock,10762430,United States,354,Utilities,Environmental Services
AX,Axos Financial Inc. Common Stock,2153376277,United States,1633246,Finance,Savings Institutions
AXAC,AXIOS Sustainable Growth Acquisition Corporation Class A Ordinary Shares,225144075,,1114859,Finance,Business Services
AXDX,Accelerate Diagnostics Inc. Common Stock,64305653,United States,366923,Health Care,Medical Specialities
AXGN,Axogen Inc. Common Stock,445700659,United States,279563,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
AXL,American Axle & Manufacturing Holdings Inc. Common Stock,985166369,United States,5814921,Consumer Discretionary,Auto Parts:O.E.M.
AXLA,Axcella Health Inc. Common Stock,5908038,United States,1250788,Health Care,Biotechnology: Pharmaceutical Preparations
AXNX,Axonics Inc. Common Stock,2962387566,United States,1240418,Health Care,Medical/Dental Instruments
AXON,Axon Enterprise Inc. Common Stock,12051141046,United States,709724,Consumer Discretionary,Military/Government/Technical
AXP,American Express Company Common Stock,1.09E+11,United States,4510523,Finance,Finance: Consumer Services
AXR,AMREP Corporation Common Stock,61640083,United States,3432,Real Estate,Homebuilding
AXS,Axis Capital Holdings Limited Common Stock,4628739204,Bermuda,864360,Finance,Property-Casualty Insurers
AXS^E,Axis Capital Holdings Limited Depositary Shares each representing 1/100th interest in a share of a 5.50% Series E Preferred Shares,,Bermuda,36031,,
AXSM,Axsome Therapeutics Inc. Common Stock,3404611101,United States,1175836,Health Care,Biotechnology: Pharmaceutical Preparations
AXTA,Axalta Coating Systems Ltd. Common Shares,5623321753,United States,1779323,Consumer Discretionary,Paints/Coatings
AXTI,AXT Inc Common Stock,205571972,United States,258339,Technology,Semiconductors
AY,Atlantica Sustainable Infrastructure plc Ordinary Shares,3066176429,United Kingdom,1777368,Utilities,Electric Utilities: Central
AYI,Acuity Brands Inc. ,5343116000,United States,807497,Consumer Discretionary,Building Products
AYLA,Ayala Pharmaceuticals Inc. Common Stock,7413328,Israel,87743,Health Care, Medicinal Chemicals and Botanical Products 
AYRO,AYRO Inc. Common Stock,18769403,United States,138561,,
AYTU,Aytu BioPharma Inc.  Common Stock,13110183,United States,755024,Health Care,Biotechnology: Pharmaceutical Preparations
AYX,Alteryx Inc. Class A Common Stock,3505768672,United States,1338540,Technology,Computer Software: Prepackaged Software
AZ,A2Z Smart Technologies Corp. Common Shares,50401775,Canada,58633,,
AZEK,The AZEK Company Inc. Class A Common Stock,3270032822,United States,3345690,,
AZN,AstraZeneca PLC American Depositary Shares,2.11E+11,United Kingdom,6391281,Health Care,Biotechnology: Pharmaceutical Preparations
AZO,AutoZone Inc. Common Stock,44745318650,United States,326596,,
AZPN,Aspen Technology Inc. Common Stock,12979646640,United States,770504,Technology,EDP Services
AZRE,Azure Power Global Limited Equity Shares,332356518,India,1716257,Utilities,Electric Utilities: Central
AZTA,Azenta Inc.,4412691458,United States,2127493,Health Care,Medical/Dental Instruments
AZUL,Azul S.A. American Depositary Shares (each representing three preferred shares),623782502,Brazil,2385774,Consumer Discretionary,Air Freight/Delivery Services
AZYO,Aziyo Biologics Inc. Class A Common Stock,58692707,United States,55595,Health Care,Medical Specialities
AZZ,AZZ Inc.,962168495,United States,386813,Industrials,Industrial Specialties
B,Barnes Group Inc. Common Stock,1998480517,United States,633512,Industrials,Office Equipment/Supplies/Services
BA,Boeing Company (The) Common Stock,1.10E+11,United States,7901617,Industrials,Aerospace
BABA,Alibaba Group Holding Limited American Depositary Shares each representing eight Ordinary share,2.30E+11,China,25061734,Consumer Discretionary,Catalog/Specialty Distribution
BAC,Bank of America Corporation Common Stock,2.54E+11,United States,61773256,Finance,Major Banks
BAC^B,Bank of America Corporation Depositary Shares each representing a 1/1000th interest in a share of 6.000% Non-Cumulative Preferred Stock Series GG,,United States,170171,,
BAC^E,Bank of America Corporation Depositary Sh repstg 1/1000th Perp Pfd Ser E,,United States,34622,,
BAC^K,Bank of America Corporation Depositary Shares each representing a 1/1000th interest in a share of 5.875% Non- Cumulative Preferred Stock Series HH,,United States,88099,,
BAC^L,Bank of America Corporation Non Cumulative Perpetual Conv Pfd Ser L,,United States,5724,,
BAC^M,Bank of America Corporation Depositary Shares each representing a 1/1000th interest in a share of 5.375% Non-Cumulative Preferred Stock Series KK,,United States,208700,,
BAC^N,Bank of America Corporation Depositary shares each representing 1/1000th interest in a share of 5.000% Non-Cumulative Preferred Stock Series LL,,United States,179295,,
BAC^O,Bank of America Corporation Depositary shares each representing 1/1000th interest in a share of 4.375% Non-Cumulative Preferred Stock Series NN,,United States,241159,,
BAC^P,Bank of America Corporation Depositary Shares each representing a 1/1000th interest in a share of 4.125% Non-Cumulative Preferred Stock Series PP,,United States,118461,,
BAC^Q,Bank of America Corporation Depositary shares each representing 1/1000th interest in a share of 4.250% Non-Cumulative Preferred Stock Series QQ,,United States,224835,,
BAC^S,Bank of America Corporation Depositary shares each representing 1/1000th interest in a share of 4.750% Non-Cumulative Preferred Stock Series SS,,United States,180838,,
BACA,Berenson Acquisition Corp. I Class A Common Stock,343187250,,118281,Industrials,Consumer Electronics/Appliances
BACK,IMAC Holdings Inc. Common Stock,7697368,United States,149831,Health Care,Medical Specialities
BAFN,BayFirst Financial Corp. Common Stock,64485183,United States,5122,Finance,Savings Institutions
BAH,Booz Allen Hamilton Holding Corporation Common Stock,13740944937,United States,1688488,Consumer Discretionary,Professional Services
BAK,Braskem SA ADR,3436047574,Brazil,651421,Industrials,Major Chemicals
BALL,Ball Corporation Common Stock,16110382098,United States,3484830,Industrials,Containers/Packaging
BALY,Bally's Corporation Common Stock,1018481166,,356042,Consumer Discretionary,Recreational Games/Products/Toys
BAM,Brookfield Asset Management Inc Class A Limited Voting Shares,44404436664,Canada,4466718,Consumer Discretionary,Other Consumer Services
BANC,Banc of California Inc. Common Stock,897573489,United States,1649007,Finance,Major Banks
BAND,Bandwidth Inc. Class A Common Stock,657675577,United States,694830,Technology,Computer Software: Prepackaged Software
BANF,BancFirst Corporation Common Stock,2853822540,United States,477007,Finance,Major Banks
BANFP,BancFirst Corporation - BFC Capital Trust II Cumulative Trust Preferred Securities,0,United States,4,Finance,Major Banks
BANR,Banner Corporation Common Stock,2104420905,United States,990468,Finance,Major Banks
BANX,ArrowMark Financial Corp. Common Stock,123159535,United States,19954,Finance,Trusts Except Educational Religious and Charitable
BAOS,Baosheng Media Group Holdings Limited Ordinary shares,7683322,China,9641,Consumer Discretionary,Business Services
BAP,Credicorp Ltd. Common Stock,10639129410,Peru,865986,Finance,Commercial Banks
BARK,BARK Inc. Class A Common Stock,253445282,,1587861,Consumer Discretionary,Department/Specialty Retail Stores
BASE,Couchbase Inc. Common Stock,603940482,United States,462098,Technology,EDP Services
BATL,Battalion Oil Corporation Common Stock,158381257,,11257,Energy,Oil & Gas Production
BATRA,Liberty Media Corporation Series A Liberty Braves Common Stock,1739372959,United States,144657,Consumer Discretionary,Movies/Entertainment
BATRK,Liberty Media Corporation Series C Liberty Braves Common Stock,1704479763,United States,373051,Consumer Discretionary,Movies/Entertainment
BAX,Baxter International Inc. Common Stock,25059842930,United States,9392885,Health Care,Medical/Dental Instruments
BB,BlackBerry Limited Common Stock,2436698419,Canada,6318138,,
BBAI,BigBear.ai Inc. Common Stock,103545705,,61661,Technology,EDP Services
BBAR,Banco BBVA Argentina S.A. ADS,590244043,Argentina,750275,Finance,Commercial Banks
BBBY,Bed Bath & Beyond Inc. Common Stock,349554000,United States,10541553,Consumer Discretionary,Other Specialty Stores
BBCP,Concrete Pumping Holdings Inc. Common Stock,357144946,United States,181539,Consumer Discretionary,Military/Government/Technical
BBD,Banco Bradesco Sa American Depositary Shares,27498899112,Brazil,23399809,Finance,Commercial Banks
BBDC,Barings BDC Inc. Common Stock,894597708,United States,1291448,Finance,Investment Managers
BBDO,Banco Bradesco Sa American Depositary Shares (each representing one Common Share),25154031746,Brazil,19118,Finance,Commercial Banks
BBGI,Beasley Broadcast Group Inc. Class A Common Stock,29549823,United States,5768,Consumer Discretionary,Broadcasting
BBIG,Vinco Ventures Inc. Common Stock,151215248,United States,11179089,Consumer Discretionary,Recreational Games/Products/Toys
BBIO,BridgeBio Pharma Inc. Common Stock,1384213821,United States,1596003,Health Care,Biotechnology: Pharmaceutical Preparations
BBLG,Bone Biologics Corp Common Stock,3672477,United States,160701,Health Care,Industrial Specialties
BBLGW,Bone Biologics Corp Warrants,0,United States,416,Health Care,Industrial Specialties
BBLN,Babylon Holdings Limited Class A Ordinary Shares,280300093,United States,279844,Health Care,Medical/Nursing Services
BBN,BlackRock Taxable Municipal Bond Trust Common Shares of Beneficial Interest,1070139694,United States,312964,Finance,Finance Companies
BBSI,Barrett Business Services Inc. Common Stock,643971865,United States,94693,Consumer Discretionary,Professional Services
BBU,Brookfield Business Partners L.P. Limited Partnership Units ,1269158659,,82443,Consumer Discretionary,Building Products
BBUC,Brookfield Business Corporation Class A Exchangeable Subordinate Voting Shares,1400017695,,188800,,
BBVA,Banco Bilbao Vizcaya Argentaria S.A. Common Stock,34371664415,Spain,2638980,Finance,Commercial Banks
BBW,Build-A-Bear Workshop Inc. Common Stock,370973667,United States,445727,Consumer Discretionary,Recreational Games/Products/Toys
BBWI,Bath & Body Works Inc.,9207393131,United States,5778902,Miscellaneous,Diversified Commercial Services
BBY,Best Buy Co. Inc. Common Stock,17586098804,United States,4093273,Consumer Discretionary,Consumer Electronics/Video Chains
BC,Brunswick Corporation Common Stock,5238595709,United States,1626494,Consumer Discretionary,Homebuilding
BC^A,Brunswick Corporation 6.500% Senior Notes due 2048,,United States,1199,,
BC^B,Brunswick Corporation 6.625% Senior Notes due 2049,,United States,2162,,
BC^C,Brunswick Corporation 6.375% Notes due 2049,,United States,8994,,
BCAB,BioAtla Inc. Common Stock,330944214,United States,936834,Health Care, Medicinal Chemicals and Botanical Products 
BCAN,BYND Cannasoft Enterprises Inc. Common Stock,138283652,Canada,2279,,
BCAT,BlackRock Capital Allocation Trust Common Shares of Beneficial Interest,1558592998,United States,625227,Finance,Finance/Investors Services
BCBP,BCB Bancorp Inc. (NJ) Common Stock,315026848,United States,258665,Finance,Savings Institutions
BCC,Boise Cascade L.L.C. Common Stock,2798420476,United States,1215480,,
BCDA,BioCardia Inc. Common Stock,30509695,United States,6637,Health Care,Biotechnology: Pharmaceutical Preparations
BCDAW,BioCardia Inc. Warrant,0,United States,811,Health Care,Biotechnology: Pharmaceutical Preparations
BCE,BCE Inc. Common Stock,40242147000,Canada,7042518,,
BCEL,Atreca Inc. Class A Common Stock,37700032,United States,169912,Health Care,Biotechnology: Pharmaceutical Preparations
BCH,Banco De Chile Banco De Chile ADS,9616826111,Chile,186066,Finance,Commercial Banks
BCLI,Brainstorm Cell Therapeutics Inc. Common Stock,70160216,United States,246318,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
BCML,BayCom Corp Common Stock,250873871,United States,99574,Finance,Major Banks
BCO,Brinks Company (The) Common Stock,2583527086,United States,1081730,Technology,Security Systems Services
BCOR,Blucora Inc. Common Stock,1081705049,United States,1390842,Finance,Investment Managers
BCOV,Brightcove Inc. Common Stock,223403472,United States,224823,Technology,EDP Services
BCOW,1895 Bancorp of Wisconsin Inc. (MD) Common Stock,66210770,United States,1700,Finance,Finance: Consumer Services
BCPC,Balchem Corporation Common Stock,3884493547,United States,380540,Industrials,Industrial Specialties
BCRX,BioCryst Pharmaceuticals Inc. Common Stock,2039476755,United States,6660089,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
BCS,Barclays PLC Common Stock,30188482423,United Kingdom,5813481,Finance,Commercial Banks
BCSA,Blockchain Coinvestors Acquisition Corp. I Class A Ordinary Shares,422724060,Cayman Islands,15922,Finance,Business Services
BCSAU,Blockchain Coinvestors Acquisition Corp. I Unit,0,Cayman Islands,5,Finance,Business Services
BCSAW,Blockchain Coinvestors Acquisition Corp. I Warrant,0,Cayman Islands,38950,Finance,Business Services
BCSF,Bain Capital Specialty Finance Inc. Common Stock,819295143,United States,198335,Finance,Finance/Investors Services
BCTX,BriaCell Therapeutics Corp. Common Shares,89228604,Canada,179811,Health Care,Pharmaceuticals and Biotechnology
BCTXW,BriaCell Therapeutics Corp. Warrant,0,Canada,400,Health Care,Pharmaceuticals and Biotechnology
BCV,Bancroft Fund Ltd.,99553300,United States,13740,Finance,Finance/Investors Services
BCV^A,Bancroft Fund Limited 5.375% Series A Cumulative Preferred Shares,,United States,2350,,
BCX,BlackRock Resources Common Shares of Beneficial Interest,858431462,United States,428430,Finance,Finance/Investors Services
BCYC,Bicycle Therapeutics plc American Depositary Shares,915326391,United Kingdom,501882,Health Care,Biotechnology: Pharmaceutical Preparations
BDC,Belden Inc Common Stock,3146642964,United States,1145656,Telecommunications,Telecommunications Equipment
BDJ,Blackrock Enhanced Equity Dividend Trust,1581029189,United States,510497,Finance,Finance Companies
BDL,Flanigan's Enterprises Inc. Common Stock,51868147,United States,665,Consumer Discretionary,Restaurants
BDN,Brandywine Realty Trust Common Stock,1056870011,United States,5454165,Real Estate,Real Estate Investment Trusts
BDSX,Biodesix Inc. Common Stock,130042466,United States,98128,Health Care,Precision Instruments
BDTX,Black Diamond Therapeutics Inc. Common Stock,53821985,United States,333898,Health Care,Biotechnology: Pharmaceutical Preparations
BDX,Becton Dickinson and Company Common Stock,70705094111,United States,2239670,Health Care,Medical/Dental Instruments
BDXB,Becton Dickinson and Company Depositary Shares each Representing a 1/20th Interest in a Share of 6.00% Mandatory Convertible Preferred Stock Series B,0,United States,145028,Health Care,Medical/Dental Instruments
BE,Bloom Energy Corporation Class A Common Stock,4301756048,,4054137,Consumer Discretionary,Electrical Products
BEAM,Beam Therapeutics Inc. Common Stock,2997749601,United States,1533215,Health Care, Medicinal Chemicals and Botanical Products 
BEAT,Heartbeam Inc. Common Stock,40583423,United States,101881,Technology,Retail: Computer Software & Peripheral Equipment
BEATW,Heartbeam Inc. Warrant,0,United States,30860,Technology,Retail: Computer Software & Peripheral Equipment
BECN,Beacon Roofing Supply Inc. Common Stock,3626552759,United States,727971,Consumer Discretionary,Wholesale Distributors
BEDU,Bright Scholar Education Holdings Limited American Depositary Shares each  representing four Class A Ordinary Share,78368853,China,8527,Consumer Discretionary,Other Consumer Services
BEEM,Beam Global Common Stock,195853903,United States,259931,Technology,Semiconductors
BEEMW,Beam Global Warrant,0,United States,162,Technology,Semiconductors
BEKE,KE Holdings Inc American Depositary Shares (each representing three Class A Ordinary Shares),18102071376,China,20816359,Finance,Real Estate
BELFA,Bel Fuse Inc. Class A Common Stock,440039476,United States,6548,,
BELFB,Bel Fuse Inc. Class B Common Stock,420945307,United States,59367,,
BEN,Franklin Resources Inc. Common Stock,12858637823,United States,7755350,Finance,Investment Managers
BEP,Brookfield Renewable Partners L.P. ,7333646772,,1714582,Utilities,Electric Utilities: Central
BEP^A,Brookfield Renewable Partners L.P. 5.25% Class A Preferred Limited Partnership Units Series 17,,,34931,,
BEPC,Brookfield Renewable Corporation Class A Subordinate Voting Shares ,5244041632,,1174135,,
BEPH,Brookfield BRP Holdings (Canada) Inc. 4.625% Perpetual Subordinated Notes,0,,95177,,
BEPI,Brookfield BRP Holdings (Canada) Inc. 4.875% Perpetual Subordinated Notes,0,,31419,,
BERY,Berry Global Group Inc. Common Stock,7414975000,United States,1566168,Industrials,Plastic Products
BEST,BEST Inc. American Depositary Shares each representing five Class A Ordinary Share,51090000,Cayman Islands,207344,,
BF/A,Brown Forman Corporation,,United States,69281,,
BF/B,Brown Forman Corporation,,United States,2080363,,
BFAC,Battery Future Acquisition Corp. Class A Ordinary Shares,440737500,,564,Finance,Business Services
BFAM,Bright Horizons Family Solutions Inc. Common Stock,3647491074,United States,449997,Consumer Discretionary,Other Consumer Services
BFC,Bank First Corporation Common Stock,815859627,United States,189190,Finance,Major Banks
BFH,Bread Financial Holdings Inc. Common Stock,1887437154,United States,1372144,Finance,Diversified Financial Services
BFI,BurgerFi International Inc. Common Stock ,35605171,Mexico,61057,Consumer Discretionary,Restaurants
BFIIW,BurgerFi International Inc. Warrant ,0,Mexico,10478,Consumer Discretionary,Restaurants
BFIN,BankFinancial Corporation Common Stock,117074896,United States,97198,Finance,Major Banks
BFK,BlackRock Municipal Income Trust,451762002,United States,229809,Finance,Finance Companies
BFLY,Butterfly Network Inc. Class A Common Stock,497404734,,4891163,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
BFRI,Biofrontera Inc. Common Stock,21094881,United States,166251,Health Care,Biotechnology: Pharmaceutical Preparations
BFRIW,Biofrontera Inc. Warrants,0,United States,3604,Health Care,Biotechnology: Pharmaceutical Preparations
BFS,Saul Centers Inc. Common Stock,960586437,United States,150453,Real Estate,Real Estate Investment Trusts
BFS^D,Saul Centers Inc. Depositary Shares each representing 1/100th of a share of 6.125% Series D Cumulative Redeemable Preferred Stock,,United States,5076,,
BFS^E,Saul Centers Inc. Depositary shares each representing a 1/100th fractional interest in a share of 6.000% Series E Cumulative Redeemable Preferred Stock,,United States,15020,,
BFST,Business First Bancshares Inc. Common Stock,529969421,United States,473288,Finance,Major Banks
BFZ,BlackRock California Municipal Income Trust,337083100,United States,238417,Finance,Finance Companies
BG,Bunge Limited Bunge Limited,14392799661,United States,1638489,Consumer Staples,Packaged Foods
BGB,Blackstone Strategic Credit Fund Common Shares,477908887,,178951,Finance,Trusts Except Educational Religious and Charitable
BGCP,BGC Partners Inc Class A Common Stock,1473463843,United States,2462740,Finance,Investment Bankers/Brokers/Service
BGFV,Big 5 Sporting Goods Corporation Common Stock,223174360,United States,359542,Consumer Discretionary,Other Specialty Stores
BGH,Barings Global Short Duration High Yield Fund Common Shares of Beneficial Interests,260234140,United States,112863,Finance,Investment Managers
BGI,Birks Group Inc. Common Stock,96277181,Canada,792,,
BGNE,BeiGene Ltd. American Depositary Shares,21291185405,Cayman Islands,245807,Health Care,Biotechnology: Pharmaceutical Preparations
BGR,BlackRock Energy and Resources Trust,344533155,United States,65594,Finance,Trusts Except Educational Religious and Charitable
BGRY,Berkshire Grey Inc. Class A Common Stock,175651303,United States,499485,Industrials,Office Equipment/Supplies/Services
BGRYW,Berkshire Grey Inc. Warrant,0,United States,7978,Industrials,Office Equipment/Supplies/Services
BGS,B&G Foods Inc. B&G Foods Inc. Common Stock,872201312,United States,2430619,Consumer Staples,Packaged Foods
BGSF,BGSF Inc. Common Stock,143007644,United States,20320,Consumer Discretionary,Diversified Commercial Services
BGSX,Build Acquisition Corp. Class A Common Stock,249500000,,6193,Industrials,Consumer Electronics/Appliances
BGT,BlackRock Floating Rate Income Trust,244958716,United States,118005,Finance,Trusts Except Educational Religious and Charitable
BGX,Blackstone Long Short Credit Income Fund Common Shares,139663942,,77086,Finance,Trusts Except Educational Religious and Charitable
BGXX,Bright Green Corporation Common Stock,76204035,United States,528721,Health Care,Biotechnology: Pharmaceutical Preparations
BGY,Blackrock Enhanced International Dividend Trust,530661558,United States,260561,Finance,Trusts Except Educational Religious and Charitable
BH,Biglari Holdings Inc. Class B Common Stock,430473641,United States,3714,Consumer Discretionary,Restaurants
BHAC,Crixus BH3 Acquisition Company Class A Common Stock,288075000,United States,22863,Industrials,Consumer Electronics/Appliances
BHACU,Crixus BH3 Acquisition Company Units,0,United States,100,Industrials,Consumer Electronics/Appliances
BHACW,Crixus BH3 Acquisition Company Warrants,0,United States,10,Industrials,Consumer Electronics/Appliances
BHAT,Blue Hat Interactive Entertainment Technology Ordinary Shares,21084668,China,180564,Consumer Discretionary,Recreational Games/Products/Toys
BHB,Bar Harbor Bankshares Inc. Common Stock,495658898,United States,179731,Finance,Major Banks
BHC,Bausch Health Companies Inc. Common Stock,2580119774,Canada,9428290,Health Care,Pharmaceuticals and Biotechnology
BHE,Benchmark Electronics Inc. Common Stock,965587404,United States,984380,Technology,Electrical Products
BHF,Brighthouse Financial Inc. Common Stock,3441276118,United States,1338134,Finance,Life Insurance
BHFAL,Brighthouse Financial Inc. 6.25% Junior Subordinated Debentures due 2058,0,United States,37185,Finance,Life Insurance
BHFAM,Brighthouse Financial Inc. Depositary shares each representing a 1/1000th Interest in a Share of 4.625% Non-Cumulative Preferred Stock Series D,0,United States,45576,Finance,Life Insurance
BHFAN,Brighthouse Financial Inc. Depositary shares each representing a 1/1000th interest in a share of 5.375% Non-Cumulative Preferred Stock Series C,0,United States,139048,Finance,Life Insurance
BHFAO,Brighthouse Financial Inc. Depositary Shares 6.75% Non-Cumulative Preferred Stock Series B,0,United States,29629,Finance,Life Insurance
BHFAP,Brighthouse Financial Inc. Depositary Shares 6.6% Non-Cumulative Preferred Stock Series A,0,United States,29089,Finance,Life Insurance
BHG,Bright Health Group Inc. Common Stock,357506073,,5727219,Health Care,Medical Specialities
BHIL,Benson Hill Inc. Common Stock,483124489,,2115836,Consumer Staples,Farming/Seeds/Milling
BHK,Blackrock Core Bond Trust Blackrock Core Bond Trust,603299541,United States,193422,Finance,Finance Companies
BHLB,Berkshire Hills Bancorp Inc. Common Stock,1285465520,United States,1671950,Finance,Savings Institutions
BHM,Bluerock Homes Trust Inc. Class A Common Stock,84787654,,70722,Real Estate,Real Estate Investment Trusts
BHP,BHP Group Limited American Depositary Shares (Each representing two Ordinary Shares),1.55E+11,Australia,3155770,Basic Materials,Metal Mining
BHR,Braemar Hotels & Resorts Inc. Common Stock,289398222,United States,774910,Real Estate,Real Estate Investment Trusts
BHR^B,Braemar Hotels & Resorts Inc. 5.50% Series B Cumulative Convertible Preferred Stock par value $0.01 per share,,United States,2611,,
BHR^D,Braemar Hotels & Resorts Inc. 8.25% Series D Cumulative Preferred Stock  par value $0.01 per share,,United States,2836,,
BHV,BlackRock Virginia Municipal Bond Trust,18215467,United States,9009,Finance,Finance/Investors Services
BHVN,Biohaven Ltd. Common Shares ,1028549173,,9976826,Health Care,Biotechnology: Pharmaceutical Preparations
BIAF,bioAffinity Technologies Inc. Common Stock,16488408,United States,190388,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
BIAFW,bioAffinity Technologies Inc. Warrant,0,United States,27491,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
BIDU,Baidu Inc. ADS,38905532259,China,13023573,Technology,Computer Software: Programming Data Processing
BIG,Big Lots Inc. Common Stock,459287599,United States,1942199,Consumer Discretionary,Department/Specialty Retail Stores
BIGC,BigCommerce Holdings Inc. Series 1 Common Stock,692600798,United States,1348923,Technology,Computer Software: Prepackaged Software
BIGZ,BlackRock Innovation and Growth Trust Common Shares of Beneficial Interest,1622277677,,2040818,,
BIIB,Biogen Inc. Common Stock,41037520112,United States,3046650,Health Care,Biotechnology: Pharmaceutical Preparations
BILI,Bilibili Inc. American Depositary Shares,9061767183,China,10422814,Technology,EDP Services
BILL,Bill.com Holdings Inc. Common Stock,11751742973,,1538459,Technology,Computer Software: Prepackaged Software
BIMI,BIMI International Medical Inc. Common Stock,8647821,China,131928,Consumer Staples,Retail-Drug Stores and Proprietary Stores
BIO,Bio-Rad Laboratories Inc. Class A Common Stock,12167648557,United States,303466,Industrials,Biotechnology: Laboratory Analytical Instruments
BIO/B,Bio-Rad Laboratories Inc.,,United States,1,,
BIOC,Biocept Inc. Common Stock,9894087,United States,47802,Health Care,Biotechnology: Commercial Physical & Biological Resarch
BIOL,Biolase Inc. Common Stock,4447377,United States,186392,Health Care,Medical/Dental Instruments
BIOR,Biora Therapeutics Inc. Common Stock,36287542,United States,1133654,Health Care, Medicinal Chemicals and Botanical Products 
BIOS,BioPlus Acquisition Corp. Class A Ordinary Shares,299255100,United States,3632,Finance,Business Services
BIOSU,BioPlus Acquisition Corp. Unit,0,United States,1,Finance,Business Services
BIOSW,BioPlus Acquisition Corp. Warrants,0,United States,10000,Finance,Business Services
BIOT,Biotech Acquisition Company Class A Ordinary Shares,289512500,United States,87,Finance,Business Services
